id,k,v,type
146611078.0,review,False,tag
146611078.0,source,Bing,tag
146977708.0,access,private,tag
146977708.0,highway,residential,tag
146977708.0,name,Bell Boys Place,tag
146977708.0,oneway,True,tag
146977708.0,source,Tiger;Bing,tag
146977709.0,access,private,tag
146977709.0,highway,residential,tag
146977709.0,name,Clint Canyon Drive,tag
146977709.0,source,Tiger;Bing,tag
146977710.0,highway,residential,tag
146977710.0,name,East Texas Avenue,tag
146977710.0,tiger:cfcc,A41,tag
146977710.0,tiger:county,"Clark, NV",tag
146977710.0,tiger:name_base,Texas,tag
146977710.0,tiger:name_direction_prefix,E,tag
146977710.0,tiger:name_type,Ave,tag
146977710.0,tiger:reviewed,False,tag
146977711.0,access,private,tag
146977711.0,highway,residential,tag
146977711.0,name,Gruff Huff Lane,tag
146977711.0,oneway,True,tag
146977711.0,source,Tiger;Bing,tag
146977712.0,highway,residential,tag
146977712.0,name,Hiding Fort Street,tag
146977712.0,oneway,True,tag
146977712.0,source,Tiger;Bing,tag
146977713.0,access,private,tag
146977713.0,highway,residential,tag
146977713.0,name,Pistol Perry Parkway,tag
146977713.0,source,Tiger;Bing,tag
146977714.0,access,private,tag
146977714.0,highway,residential,tag
146977714.0,name,Pistol Perry Parkway,tag
146977714.0,oneway,True,tag
146977714.0,source,Tiger;Bing,tag
146977715.0,access,private,tag
146977715.0,highway,residential,tag
146977715.0,name,Pistol Perry Parkway,tag
146977715.0,oneway,True,tag
146977715.0,source,Tiger;Bing,tag
146977716.0,access,private,tag
146977716.0,highway,residential,tag
146977716.0,name,Pistol Perry Parkway,tag
146977716.0,oneway,True,tag
146977716.0,source,Tiger;Bing,tag
146977717.0,access,private,tag
146977717.0,highway,residential,tag
146977717.0,name,Pistol Perry Parkway,tag
146977717.0,oneway,True,tag
146977717.0,source,Tiger;Bing,tag
146977718.0,access,permissive,tag
146977718.0,highway,residential,tag
146977718.0,name,Pistol Perry Parkway,tag
146977718.0,oneway,True,tag
146977718.0,source,Tiger;Bing,tag
146977719.0,access,permissive,tag
146977719.0,highway,residential,tag
146977719.0,name,Pistol Perry Parkway,tag
146977719.0,oneway,True,tag
146977719.0,source,Tiger;Bing,tag
146977720.0,access,permissive,tag
146977720.0,highway,residential,tag
146977720.0,name,Pistol Perry Parkway,tag
146977720.0,oneway,True,tag
146977720.0,source,Tiger;Bing,tag
146977721.0,highway,residential,tag
146977721.0,name,Rat Pack Avenue,tag
146977721.0,source,Bing;Tiger,tag
146977727.0,highway,residential,tag
146977727.0,name,Rat Pack Avenue,tag
146977727.0,oneway,True,tag
146977727.0,source,Bing;Tiger,tag
146977729.0,access,private,tag
146977729.0,highway,residential,tag
146977729.0,name,Rustler Ronnie Drive,tag
146977729.0,oneway,True,tag
146977729.0,source,Tiger;Bing,tag
146977730.0,access,private,tag
146977730.0,highway,residential,tag
146977730.0,name,Rusty Ridge Lane,tag
146977730.0,source,Tiger;Bing,tag
146977731.0,access,False,tag
146977731.0,emergency,True,tag
146977731.0,highway,service,tag
146977732.0,highway,service,tag
146977733.0,access,permissive,tag
146977733.0,highway,service,tag
146977733.0,oneway,True,tag
146977734.0,access,permissive,tag
146977734.0,highway,service,tag
146977734.0,oneway,True,tag
146977735.0,access,private,tag
146977735.0,highway,residential,tag
146977735.0,junction,roundabout,tag
146977735.0,oneway,True,tag
146977736.0,access,private,tag
146977736.0,highway,residential,tag
146977736.0,junction,roundabout,tag
146977736.0,oneway,True,tag
147385241.0,highway,residential,tag
147385241.0,name,Amber Forest Street,tag
147385241.0,oneway,True,tag
147385241.0,tiger:cfcc,A41,tag
147385241.0,tiger:county,"Clark, NV",tag
147385241.0,tiger:name_base,Amber Forest,tag
147385241.0,tiger:name_type,St,tag
147385241.0,tiger:reviewed,False,tag
147385241.0,tiger:separated,False,tag
147385241.0,tiger:source,tiger_import_dch_v0.6_20070813,tag
147385241.0,tiger:tlid,201940624,tag
147385250.0,footway,sidewalk,tag
147385250.0,highway,footway,tag
147385250.0,review,False,tag
147385250.0,source,Bing,tag
147385252.0,footway,sidewalk,tag
147385252.0,highway,footway,tag
147385252.0,review,False,tag
147385252.0,source,Bing,tag
147385262.0,footway,sidewalk,tag
147385262.0,highway,footway,tag
147385262.0,review,False,tag
147385262.0,source,Bing,tag
147385271.0,footway,sidewalk,tag
147385271.0,highway,footway,tag
147385271.0,review,False,tag
147385271.0,source,Bing,tag
147385296.0,footway,sidewalk,tag
147385296.0,highway,footway,tag
147385296.0,review,False,tag
147385296.0,source,Bing,tag
147385300.0,footway,sidewalk,tag
147385300.0,highway,footway,tag
147385300.0,review,False,tag
147385300.0,source,Bing,tag
147385304.0,footway,sidewalk,tag
147385304.0,highway,footway,tag
147385304.0,review,False,tag
147385304.0,source,Bing,tag
147385309.0,footway,sidewalk,tag
147385309.0,highway,footway,tag
147385309.0,review,False,tag
147385309.0,source,Bing,tag
147385314.0,footway,sidewalk,tag
147385314.0,highway,footway,tag
147385314.0,review,False,tag
147385314.0,source,Bing,tag
147385319.0,footway,sidewalk,tag
147385319.0,highway,footway,tag
147385319.0,review,False,tag
147385319.0,source,Bing,tag
147385330.0,footway,sidewalk,tag
147385330.0,highway,footway,tag
147385330.0,review,False,tag
147385330.0,source,Bing,tag
147385361.0,landuse,grass,tag
147385361.0,review,False,tag
147385361.0,source,Bing,tag
147385367.0,landuse,grass,tag
147385367.0,review,False,tag
147385367.0,source,Bing,tag
147385373.0,landuse,grass,tag
147385373.0,review,False,tag
147385373.0,source,Bing,tag
147385379.0,landuse,grass,tag
147385379.0,review,False,tag
147385379.0,source,Bing,tag
147389982.0,amenity,school,tag
147389982.0,ele,755,tag
147389982.0,gnis:county_id,003,tag
147389982.0,gnis:created,03/13/2006,tag
147389982.0,gnis:feature_id,2084783,tag
147389982.0,gnis:state_id,32,tag
147389982.0,name,Frank Lamping Elementary School,tag
147389982.0,review,False,tag
147389982.0,source,Bing,tag
147389983.0,footway,sidewalk,tag
147389983.0,highway,footway,tag
147389983.0,review,False,tag
147389983.0,source,Bing,tag
147389984.0,highway,service,tag
147389984.0,review,False,tag
147389984.0,service,parking_aisle,tag
147389984.0,source,Bing,tag
147389985.0,footway,sidewalk,tag
147389985.0,highway,footway,tag
147389985.0,review,False,tag
147389985.0,source,Bing,tag
147389986.0,highway,service,tag
147389986.0,review,False,tag
147389986.0,service,driveway,tag
147389986.0,source,Bing,tag
147389987.0,highway,service,tag
147389987.0,review,False,tag
147389987.0,service,parking_aisle,tag
147389987.0,source,Bing,tag
147389988.0,foot,designated,tag
147389988.0,highway,path,tag
147389988.0,review,False,tag
147389988.0,source,Bing,tag
147389989.0,highway,path,tag
147389989.0,review,False,tag
147389989.0,source,Bing,tag
147389990.0,bicycle,True,tag
147389990.0,foot,designated,tag
147389990.0,highway,path,tag
147389990.0,review,False,tag
147389990.0,source,Bing,tag
147389991.0,footway,sidewalk,tag
147389991.0,highway,footway,tag
147389991.0,review,False,tag
147389991.0,source,Bing,tag
147389992.0,footway,sidewalk,tag
147389992.0,highway,footway,tag
147389992.0,review,False,tag
147389992.0,source,Bing,tag
147389993.0,highway,service,tag
147389993.0,review,False,tag
147389993.0,service,driveway,tag
147389993.0,source,Bing,tag
147389994.0,footway,sidewalk,tag
147389994.0,highway,footway,tag
147389994.0,review,False,tag
147389994.0,source,Bing,tag
147389995.0,footway,sidewalk,tag
147389995.0,highway,footway,tag
147389995.0,review,False,tag
147389995.0,source,Bing,tag
147389996.0,footway,sidewalk,tag
147389996.0,highway,footway,tag
147389996.0,review,False,tag
147389996.0,source,Bing,tag
147389997.0,footway,sidewalk,tag
147389997.0,highway,footway,tag
147389997.0,review,False,tag
147389997.0,source,Bing,tag
147389999.0,layer,3,tag
147389999.0,power,line,tag
147389999.0,review,False,tag
147389999.0,source,Bing,tag
147395932.0,leisure,park,tag
147395932.0,name,Anthem Hills Park,tag
147395932.0,review,False,tag
147395932.0,source,Bing,tag
147395933.0,amenity,school,tag
147395933.0,ele,785,tag
147395933.0,gnis:county_id,003,tag
147395933.0,gnis:created,05/02/2006,tag
147395933.0,gnis:feature_id,2085626,tag
147395933.0,gnis:state_id,32,tag
147395933.0,name,Del E Webb Middle School,tag
147395933.0,review,False,tag
147395933.0,source,Bing,tag
147395934.0,highway,residential,tag
147395934.0,name,Lyrical Road,tag
147395934.0,tiger:cfcc,A41,tag
147395934.0,tiger:county,"Clark, NV",tag
147395934.0,tiger:name_base,Lyrical,tag
147395934.0,tiger:name_type,Rd,tag
147395934.0,tiger:reviewed,False,tag
147395939.0,foot,designated,tag
147395939.0,highway,path,tag
147395939.0,review,False,tag
147395939.0,source,Bing,tag
147395942.0,highway,service,tag
147395942.0,review,False,tag
147395942.0,service,parking_aisle,tag
147395942.0,source,Bing,tag
147395943.0,highway,service,tag
147395943.0,review,False,tag
147395943.0,service,driveway,tag
147395943.0,source,Bing,tag
147395948.0,highway,service,tag
147395948.0,review,False,tag
147395948.0,service,driveway,tag
147395948.0,source,Bing,tag
147395949.0,highway,service,tag
147395949.0,review,False,tag
147395949.0,service,driveway,tag
147395949.0,source,Bing,tag
147395951.0,footway,sidewalk,tag
147395951.0,highway,footway,tag
147395951.0,review,False,tag
147395951.0,source,Bing,tag
147395953.0,highway,service,tag
147395953.0,review,False,tag
147395953.0,service,driveway,tag
147395953.0,source,Bing,tag
147395955.0,highway,path,tag
147395955.0,review,False,tag
147395955.0,sac_scale,hiking,tag
147395955.0,source,Bing,tag
147395956.0,footway,sidewalk,tag
147395956.0,highway,footway,tag
147395956.0,review,False,tag
147395956.0,source,Bing,tag
147395957.0,highway,path,tag
147395957.0,review,False,tag
147395957.0,sac_scale,hiking,tag
147395957.0,source,Bing,tag
147395964.0,highway,service,tag
147395964.0,review,False,tag
147395964.0,service,parking_aisle,tag
147395964.0,source,Bing,tag
147395968.0,footway,sidewalk,tag
147395968.0,highway,footway,tag
147395968.0,review,False,tag
147395968.0,source,Bing,tag
147395971.0,footway,sidewalk,tag
147395971.0,highway,footway,tag
147395971.0,review,False,tag
147395971.0,source,Bing,tag
147395975.0,footway,sidewalk,tag
147395975.0,highway,footway,tag
147395975.0,review,False,tag
147395975.0,source,Bing,tag
147395979.0,highway,service,tag
147395979.0,review,False,tag
147395979.0,service,driveway,tag
147395979.0,source,Bing,tag
147395984.0,foot,designated,tag
147395984.0,highway,path,tag
147395984.0,review,False,tag
147395984.0,source,Bing,tag
147395987.0,highway,path,tag
147395987.0,review,False,tag
147395987.0,sac_scale,hiking,tag
147395987.0,source,Bing,tag
147395989.0,footway,sidewalk,tag
147395989.0,highway,footway,tag
147395989.0,review,False,tag
147395989.0,source,Bing,tag
147395993.0,footway,sidewalk,tag
147395993.0,highway,footway,tag
147395993.0,review,False,tag
147395993.0,source,Bing,tag
147395996.0,footway,sidewalk,tag
147395996.0,highway,footway,tag
147395996.0,review,False,tag
147395996.0,source,Bing,tag
147395999.0,highway,service,tag
147395999.0,review,False,tag
147395999.0,service,parking_aisle,tag
147395999.0,source,Bing,tag
147396002.0,highway,service,tag
147396002.0,review,False,tag
147396002.0,service,parking_aisle,tag
147396002.0,source,Bing,tag
147396004.0,footway,sidewalk,tag
147396004.0,highway,footway,tag
147396004.0,review,False,tag
147396004.0,source,Bing,tag
147396009.0,footway,sidewalk,tag
147396009.0,highway,footway,tag
147396009.0,review,False,tag
147396009.0,source,Bing,tag
147396012.0,footway,sidewalk,tag
147396012.0,highway,footway,tag
147396012.0,review,False,tag
147396012.0,source,Bing,tag
147396018.0,highway,service,tag
147396018.0,review,False,tag
147396018.0,service,driveway,tag
147396018.0,source,Bing,tag
147396019.0,footway,sidewalk,tag
147396019.0,highway,footway,tag
147396019.0,review,False,tag
147396019.0,source,Bing,tag
147396025.0,leisure,pitch,tag
147396025.0,review,False,tag
147396025.0,source,Bing,tag
147396025.0,sport,tennis,tag
147396026.0,leisure,pitch,tag
147396026.0,review,False,tag
147396026.0,source,Bing,tag
147396026.0,sport,tennis,tag
147396027.0,leisure,pitch,tag
147396027.0,review,False,tag
147396027.0,source,Bing,tag
147396027.0,sport,tennis,tag
147396028.0,leisure,pitch,tag
147396028.0,review,False,tag
147396028.0,source,Bing,tag
147396028.0,sport,basketball,tag
147396029.0,leisure,pitch,tag
147396029.0,review,False,tag
147396029.0,source,Bing,tag
147396029.0,sport,tennis,tag
147396030.0,leisure,pitch,tag
147396030.0,review,False,tag
147396030.0,source,Bing,tag
147396030.0,sport,basketball,tag
148387658.0,natural,desert,tag
148387660.0,natural,desert,tag
149481337.0,amenity,school,tag
149481337.0,ele,742,tag
149481337.0,gnis:county_id,003,tag
149481337.0,gnis:created,08/01/1990,tag
149481337.0,gnis:feature_id,852016,tag
149481337.0,gnis:state_id,32,tag
149481337.0,name,Boulder City High School,tag
149481337.0,wikidata,Q15203971,tag
149481338.0,addr:city,Boulder City,tag
149481338.0,addr:housenumber,1200,tag
149481338.0,addr:postcode,89005,tag
149481338.0,addr:street,Avenue,tag
149481338.0,amenity,school,tag
149481338.0,gnis:feature_id,858330,tag
149481338.0,name,Elton M. Junior High School,tag
149481338.0,operator,Clark County School District,tag
149481338.0,phone,+1 702 799 8290,tag
149481338.0,website,http://www.garrettjhs.com/,tag
149481339.0,addr:city,Boulder City,tag
149481339.0,addr:housenumber,900,tag
149481339.0,addr:postcode,89005,tag
149481339.0,addr:street,Avenue,tag
149481339.0,amenity,school,tag
149481339.0,gnis:feature_id,858486,tag
149481339.0,name,Andrew Mitchell Elementary School,tag
149481339.0,operator,Clark County School District,tag
149481339.0,phone,+1 702 799 8280,tag
149481339.0,website,http://mmcintosh1.wixsite.com/mitchelles,tag
149481340.0,highway,tertiary,tag
149481340.0,name,Veterans Memorial Drive,tag
149481340.0,oneway,True,tag
149481340.0,postal_code,89005,tag
149481340.0,source,"Yahoo,TIGER",tag
149481345.0,addr:city,Boulder City,tag
149481345.0,addr:housenumber,901,tag
149481345.0,addr:postcode,89005,tag
149481345.0,addr:street,Adams Boulevard,tag
149481345.0,amenity,hospital,tag
149481345.0,emergency,True,tag
149481345.0,gnis:feature_id,2060068,tag
149481345.0,name,Boulder City Hospital,tag
149481345.0,opening_hours,24/7,tag
149481345.0,phone,+1 702 293 4111,tag
149481345.0,website,http://bchcares.org/,tag
149481345.0,wikidata,Q4949542,tag
149481345.0,wikipedia,en:Boulder City Hospital,tag
149765821.0,highway,path,tag
149765822.0,highway,residential,tag
149765822.0,name,Cascata Drive,tag
149765823.0,highway,tertiary,tag
149765823.0,name,Equestrian Drive,tag
149765823.0,name_1,East Equestrian Drive,tag
149765823.0,surface,asphalt,tag
149765823.0,tiger:cfcc,A41,tag
149765823.0,tiger:county,"Clark, NV",tag
149765823.0,tiger:name_base,Equestrian,tag
149765823.0,tiger:name_base_1,Equestrian,tag
149765823.0,tiger:name_direction_prefix_1,E,tag
149765823.0,tiger:name_type,Dr,tag
149765823.0,tiger:name_type_1,Dr,tag
149765823.0,tiger:reviewed,False,tag
149765825.0,highway,cycleway,tag
149765825.0,name,Old Vegas Trail,tag
149765825.0,source,Yahoo image; TIGER,tag
149765827.0,highway,track,tag
149765827.0,surface,unpaved,tag
149765828.0,highway,path,tag
149765828.0,surface,paved,tag
149765829.0,highway,cycleway,tag
149765829.0,surface,paved,tag
149765831.0,highway,path,tag
149765832.0,bridge,True,tag
149765832.0,highway,cycleway,tag
149765832.0,layer,1,tag
149765832.0,name,River Mountains Loop Trail,tag
149765832.0,source,bing_imagery_0.25m_201105,tag
149765833.0,bridge,True,tag
149765833.0,highway,path,tag
149765833.0,surface,paved,tag
149765834.0,highway,path,tag
149765834.0,surface,unpaved,tag
149765835.0,highway,service,tag
149765835.0,service,parking_aisle,tag
149765837.0,bicycle,designated,tag
149765837.0,foot,True,tag
149765837.0,highway,cycleway,tag
149765837.0,motor_vehicle,False,tag
149765837.0,name,River Mountains Loop Trail,tag
149765837.0,surface,paved,tag
149765838.0,footway,crossing,tag
149765838.0,highway,footway,tag
149765838.0,review,False,tag
149765838.0,source,Bing,tag
149765840.0,highway,path,tag
149765840.0,surface,paved,tag
149765841.0,highway,service,tag
149765842.0,highway,residential,tag
149765842.0,name,North Magic Way,tag
149765844.0,highway,cycleway,tag
149765844.0,name,River Mountains Loop Trail,tag
149765844.0,source,bing_imagery_0.25m_201105,tag
149765849.0,highway,service,tag
149765849.0,oneway,True,tag
149765849.0,service,parking_aisle,tag
149765850.0,highway,path,tag
149765850.0,surface,paved,tag
149765851.0,highway,path,tag
149765851.0,surface,paved,tag
150787274.0,highway,residential,tag
150787274.0,name,Shootout Place,tag
150787274.0,note,Page 5 of PL105-70 is the only official source for naming found. TIGER11 disagrees. May be signed incorrectly.,tag
150787274.0,source,bing_imagery_0.25m_200709;TIGER11;CC,tag
150787274.0,source_ref,TLID202000013;PL105-70,tag
153282281.0,highway,track,tag
153282281.0,source,Bing,tag
153282281.0,surface,ground,tag
153282281.0,tracktype,grade4,tag
153282282.0,highway,track,tag
153282282.0,source,Bing,tag
153282282.0,surface,ground,tag
153282282.0,tracktype,grade4,tag
153282283.0,highway,track,tag
153282283.0,source,Bing,tag
153282283.0,surface,ground,tag
153282283.0,tracktype,grade4,tag
153282285.0,highway,track,tag
153282285.0,source,Bing,tag
153282285.0,surface,ground,tag
153282285.0,tracktype,grade4,tag
158026640.0,highway,residential,tag
158026640.0,name,Avenue B,tag
158026640.0,tiger:cfcc,A41,tag
158026640.0,tiger:county,"Clark, NV",tag
158026640.0,tiger:name_base,Avenue B,tag
158026640.0,tiger:reviewed,False,tag
158026643.0,addr:city,Boulder City,tag
158026643.0,addr:housename,The Coffee Cup,tag
158026643.0,addr:housenumber,512,tag
158026643.0,addr:postcode,89005,tag
158026643.0,addr:street,Nevada Highway,tag
158026643.0,amenity,restaurant,tag
158026643.0,building,True,tag
158026643.0,cuisine,breakfast & lunch,tag
158026643.0,email,Info@WorldFamousCoffeeCup.com,tag
158026643.0,name,The Coffee Cup,tag
158026643.0,opening_hours,Mo-Su 06:00-14:00,tag
158026643.0,phone,702-294-0517,tag
158026643.0,website,http://www.worldfamouscoffeecup.com,tag
158249732.0,leisure,park,tag
158249732.0,name,Hemenway Park,tag
158249732.0,source,Bing,tag
158249734.0,highway,path,tag
158249734.0,source,Bing,tag
158249734.0,surface,concrete,tag
158249735.0,highway,path,tag
158249735.0,source,Bing,tag
158249735.0,surface,concrete,tag
158249737.0,highway,path,tag
158249737.0,source,Bing,tag
158249737.0,surface,concrete,tag
158249738.0,leisure,pitch,tag
158249738.0,source,Bing,tag
158249738.0,sport,basketball,tag
158249740.0,highway,service,tag
158249740.0,lit,True,tag
158249740.0,oneway,False,tag
158249740.0,service,parking_aisle,tag
158249740.0,surface,asphalt,tag
158249741.0,highway,path,tag
158249741.0,source,Bing,tag
158249741.0,surface,concrete,tag
158249744.0,landuse,recreation_ground,tag
158249744.0,leisure,playground,tag
158249752.0,barrier,fence,tag
158249752.0,source,Bing,tag
158249753.0,barrier,fence,tag
158249754.0,leisure,pitch,tag
158249754.0,source,Bing,tag
158249754.0,sport,tennis,tag
158249756.0,leisure,pitch,tag
158249756.0,sport,tennis,tag
158249757.0,leisure,pitch,tag
158249757.0,source,Bing,tag
158249757.0,sport,basketball,tag
158249760.0,leisure,pitch,tag
158249760.0,sport,tennis,tag
158249761.0,access,True,tag
158249761.0,amenity,parking,tag
158249761.0,capacity,14,tag
158249761.0,capacity:disabled,2,tag
158249761.0,parking,surface,tag
158249762.0,barrier,fence,tag
158249764.0,barrier,fence,tag
158249764.0,source,Bing,tag
158253159.0,highway,service,tag
158253159.0,oneway,False,tag
158253159.0,service,parking_aisle,tag
158253159.0,source,Bing,tag
158253159.0,surface,asphalt,tag
158253169.0,foot,True,tag
158253169.0,highway,path,tag
158253169.0,source,Bing,tag
158253169.0,wheelchair,True,tag
158253186.0,amenity,parking,tag
158253186.0,capacity,70,tag
158253186.0,capacity:disabled,3,tag
158253186.0,parking,surface,tag
158253186.0,source,Bing,tag
158821129.0,highway,residential,tag
158821129.0,name,Magic Meadow Street,tag
158821129.0,tiger:cfcc,A41,tag
158821129.0,tiger:county,"Clark, NV",tag
158821129.0,tiger:name_base,Magic Meadow,tag
158821129.0,tiger:name_type,St,tag
158821129.0,tiger:reviewed,False,tag
158821131.0,highway,residential,tag
158821131.0,name,Magic Meadow Street,tag
158821131.0,oneway,True,tag
158821131.0,tiger:cfcc,A41,tag
158821131.0,tiger:county,"Clark, NV",tag
158821131.0,tiger:name_base,Magic Meadow,tag
158821131.0,tiger:name_type,St,tag
158821131.0,tiger:reviewed,False,tag
158821147.0,highway,service,tag
158821147.0,review,False,tag
158821147.0,source,Bing,tag
158826343.0,highway,residential,tag
158826343.0,name,Rocky Ridge Drive,tag
158826343.0,tiger:cfcc,A41,tag
158826343.0,tiger:county,"Clark, NV",tag
158826343.0,tiger:name_base,Rocky Ridge,tag
158826343.0,tiger:name_type,Dr,tag
158826343.0,tiger:reviewed,False,tag
158826347.0,highway,residential,tag
158826347.0,name,Sandy Ridge Avenue,tag
158826347.0,tiger:cfcc,A41,tag
158826347.0,tiger:county,"Clark, NV",tag
158826347.0,tiger:name_base,Sandy Ridge,tag
158826347.0,tiger:name_type,Ave,tag
158826347.0,tiger:reviewed,False,tag
158826349.0,highway,residential,tag
158826349.0,name,Sandy Ridge Avenue,tag
158826349.0,oneway,True,tag
158826349.0,tiger:cfcc,A41,tag
158826349.0,tiger:county,"Clark, NV",tag
158826349.0,tiger:name_base,Sandy Ridge,tag
158826349.0,tiger:name_type,Ave,tag
158826349.0,tiger:reviewed,False,tag
158826353.0,highway,residential,tag
158826353.0,name,Sandy Ridge Avenue,tag
158826353.0,oneway,True,tag
158826353.0,tiger:cfcc,A41,tag
158826353.0,tiger:county,"Clark, NV",tag
158826353.0,tiger:name_base,Sandy Ridge,tag
158826353.0,tiger:name_type,Ave,tag
158826353.0,tiger:reviewed,False,tag
158826373.0,building,True,tag
158826373.0,review,False,tag
158826373.0,source,Bing,tag
158826375.0,building,True,tag
158826375.0,review,False,tag
158826375.0,source,Bing,tag
158826379.0,building,True,tag
158826379.0,review,False,tag
158826379.0,source,Bing,tag
158826380.0,building,True,tag
158826380.0,review,False,tag
158826380.0,source,Bing,tag
158826384.0,bicycle,True,tag
158826384.0,foot,designated,tag
158826384.0,highway,path,tag
158826384.0,review,False,tag
158826384.0,source,Bing,tag
158826386.0,highway,service,tag
158826386.0,review,False,tag
158826386.0,service,parking_aisle,tag
158826386.0,source,Bing,tag
158826388.0,footway,sidewalk,tag
158826388.0,highway,footway,tag
158826388.0,review,False,tag
158826388.0,source,Bing,tag
158826393.0,bicycle,True,tag
158826393.0,foot,designated,tag
158826393.0,highway,path,tag
158826393.0,review,False,tag
158826393.0,source,Bing,tag
158826396.0,footway,sidewalk,tag
158826396.0,highway,footway,tag
158826396.0,review,False,tag
158826396.0,source,Bing,tag
158826402.0,footway,sidewalk,tag
158826402.0,highway,footway,tag
158826402.0,review,False,tag
158826402.0,source,Bing,tag
158826405.0,footway,sidewalk,tag
158826405.0,highway,footway,tag
158826405.0,review,False,tag
158826405.0,source,Bing,tag
158826408.0,bicycle,True,tag
158826408.0,foot,designated,tag
158826408.0,highway,path,tag
158826408.0,review,False,tag
158826408.0,source,Bing,tag
158826411.0,footway,sidewalk,tag
158826411.0,highway,footway,tag
158826411.0,review,False,tag
158826411.0,source,Bing,tag
158826414.0,highway,service,tag
158826414.0,review,False,tag
158826414.0,service,driveway,tag
158826414.0,source,Bing,tag
158826416.0,highway,service,tag
158826416.0,review,False,tag
158826416.0,service,driveway,tag
158826416.0,source,Bing,tag
158826418.0,highway,service,tag
158826418.0,review,False,tag
158826418.0,service,driveway,tag
158826418.0,source,Bing,tag
158826420.0,bicycle,True,tag
158826420.0,foot,designated,tag
158826420.0,highway,path,tag
158826420.0,review,False,tag
158826420.0,source,Bing,tag
158826423.0,bicycle,True,tag
158826423.0,foot,designated,tag
158826423.0,highway,path,tag
158826423.0,review,False,tag
158826423.0,source,Bing,tag
158826424.0,footway,sidewalk,tag
158826424.0,highway,footway,tag
158826424.0,review,False,tag
158826424.0,source,Bing,tag
158826428.0,footway,sidewalk,tag
158826428.0,highway,footway,tag
158826428.0,review,False,tag
158826428.0,source,Bing,tag
158826431.0,highway,service,tag
158826431.0,review,False,tag
158826431.0,service,driveway,tag
158826431.0,source,Bing,tag
158826432.0,bicycle,True,tag
158826432.0,foot,designated,tag
158826432.0,highway,path,tag
158826432.0,review,False,tag
158826432.0,source,Bing,tag
158826435.0,highway,service,tag
158826435.0,review,False,tag
158826435.0,service,parking_aisle,tag
158826435.0,source,Bing,tag
158826436.0,footway,sidewalk,tag
158826436.0,highway,footway,tag
158826436.0,review,False,tag
158826436.0,source,Bing,tag
158826438.0,highway,service,tag
158826438.0,review,False,tag
158826438.0,service,parking_aisle,tag
158826438.0,source,Bing,tag
158826445.0,highway,service,tag
158826445.0,review,False,tag
158826445.0,service,driveway,tag
158826445.0,source,Bing,tag
158826446.0,highway,service,tag
158826446.0,review,False,tag
158826446.0,service,parking_aisle,tag
158826446.0,source,Bing,tag
158826447.0,highway,service,tag
158826447.0,review,False,tag
158826447.0,service,parking_aisle,tag
158826447.0,source,Bing,tag
158826449.0,bicycle,True,tag
158826449.0,foot,designated,tag
158826449.0,highway,path,tag
158826449.0,review,False,tag
158826449.0,source,Bing,tag
158826453.0,highway,service,tag
158826453.0,review,False,tag
158826453.0,service,parking_aisle,tag
158826453.0,source,Bing,tag
158826455.0,highway,service,tag
158826455.0,review,False,tag
158826455.0,service,driveway,tag
158826455.0,source,Bing,tag
158826456.0,bicycle,True,tag
158826456.0,foot,designated,tag
158826456.0,highway,path,tag
158826456.0,review,False,tag
158826456.0,source,Bing,tag
158826459.0,footway,sidewalk,tag
158826459.0,highway,footway,tag
158826459.0,review,False,tag
158826459.0,source,Bing,tag
158826465.0,footway,sidewalk,tag
158826465.0,highway,footway,tag
158826465.0,review,False,tag
158826465.0,source,Bing,tag
158826469.0,bicycle,True,tag
158826469.0,foot,designated,tag
158826469.0,highway,path,tag
158826469.0,review,False,tag
158826469.0,source,Bing,tag
158826472.0,bicycle,True,tag
158826472.0,foot,designated,tag
158826472.0,highway,path,tag
158826472.0,review,False,tag
158826472.0,source,Bing,tag
158826474.0,highway,service,tag
158826474.0,review,False,tag
158826474.0,service,driveway,tag
158826474.0,source,Bing,tag
158826476.0,leisure,pitch,tag
158826476.0,review,False,tag
158826476.0,source,Bing,tag
158826476.0,sport,baseball,tag
158826477.0,leisure,pitch,tag
158826477.0,review,False,tag
158826477.0,source,Bing,tag
158826477.0,sport,baseball,tag
158826478.0,leisure,pitch,tag
158826478.0,review,False,tag
158826478.0,source,Bing,tag
158826478.0,sport,basketball,tag
158826479.0,leisure,pitch,tag
158826479.0,review,False,tag
158826479.0,source,Bing,tag
158826479.0,sport,tennis,tag
158826480.0,leisure,pitch,tag
158826480.0,review,False,tag
158826480.0,source,Bing,tag
158826480.0,sport,tennis,tag
158832451.0,footway,sidewalk,tag
158832451.0,highway,footway,tag
158832451.0,review,False,tag
158832451.0,source,Bing,tag
158832459.0,footway,sidewalk,tag
158832459.0,highway,footway,tag
158832459.0,review,False,tag
158832459.0,source,Bing,tag
158832460.0,footway,sidewalk,tag
158832460.0,highway,footway,tag
158832460.0,review,False,tag
158832460.0,source,Bing,tag
158832463.0,footway,sidewalk,tag
158832463.0,highway,footway,tag
158832463.0,review,False,tag
158832463.0,source,Bing,tag
158832480.0,footway,sidewalk,tag
158832480.0,highway,footway,tag
158832480.0,review,False,tag
158832480.0,source,Bing,tag
158832516.0,footway,sidewalk,tag
158832516.0,highway,footway,tag
158832516.0,review,False,tag
158832516.0,source,Bing,tag
158832520.0,footway,sidewalk,tag
